style,artist,picture,image
New_Realism,yiannis-tsaroychis,mariner-reading-with-pink-background(1).jpg,downloaded_images\mariner-reading-with-pink-background(1).jpg
Impressionism,john-singer-sargent,on-the-grand-canal.jpg,downloaded_images\on-the-grand-canal.jpg
Post_Impressionism,moise-kisling,flowers-1919.jpg,downloaded_images\flowers-1919.jpg
Realism,constantin-guys,portrait-2-1865.jpg,downloaded_images\portrait-2-1865.jpg
Color_Field_Painting,gene-davis,green-stripes-1970.jpg,downloaded_images\green-stripes-1970.jpg
Symbolism,harry-clarke,the-year-s-at-the-spring-1920-28.jpg,downloaded_images\the-year-s-at-the-spring-1920-28.jpg
Expressionism,amedeo-modigliani,paul-guillaume-1916.jpg,downloaded_images\paul-guillaume-1916.jpg
Expressionism,wassily-kandinsky,crinolines-1909.jpg,downloaded_images\crinolines-1909.jpg
Expressionism,abraham-manievich,unfinished-painting.jpg,downloaded_images\unfinished-painting.jpg
Rococo,jean-baptiste-oudry,louis-xv-hunting-deer-in-the-saint-germain-forest-1730.jpg,downloaded_images\louis-xv-hunting-deer-in-the-saint-germain-forest-1730.jpg
Expressionism,paula-modersohn-becker,sand-pit-at-weyersberg-1899.jpg,downloaded_images\sand-pit-at-weyersberg-1899.jpg
Expressionism,pablo-picasso,untitled-1939-3.jpg,downloaded_images\untitled-1939-3.jpg
Post_Impressionism,anita-malfatti,burrinho-correndo-1909.jpg,downloaded_images\burrinho-correndo-1909.jpg
Romanticism,alfred-stevens,reveil.jpg,downloaded_images\reveil.jpg
Baroque,peter-paul-rubens,martyrdom-of-st-thomas.jpg,downloaded_images\martyrdom-of-st-thomas.jpg
Post_Impressionism,vladimir-dimitrov,unknown-title-4.jpg,downloaded_images\unknown-title-4.jpg
Pop_Art,patrick-procktor,lion-rocks-garden-soochow-1980.jpg,downloaded_images\lion-rocks-garden-soochow-1980.jpg
Realism,ilya-mashkov,still-life-with-red-fish-1923.jpg,downloaded_images\still-life-with-red-fish-1923.jpg
Color_Field_Painting,jack-bush,yellow-mark-1971.jpg,downloaded_images\yellow-mark-1971.jpg
Realism,pyotr-konchalovsky,still-life-meat-and-poultry-1936.jpg,downloaded_images\still-life-meat-and-poultry-1936.jpg
Ukiyo_e,ito-jakuchu,old-pine-tree-and-peacock-1761.jpg,downloaded_images\old-pine-tree-and-peacock-1761.jpg
Ukiyo_e,utagawa-kuniyoshi,women-9.jpg,downloaded_images\women-9.jpg
Naive_Art_Primitivism,maria-primachenko,maiden-plays-the-lute-and-waits-for-her-beloved-1982.jpg,downloaded_images\maiden-plays-the-lute-and-waits-for-her-beloved-1982.jpg
Cubism,louis-marcoussis,jug-and-card-1919.jpg,downloaded_images\jug-and-card-1919.jpg
Romanticism,taras-shevchenko,a-gate-in-gustynia-church-of-st-nicholas-1845.jpg,downloaded_images\a-gate-in-gustynia-church-of-st-nicholas-1845.jpg
Art_Nouveau_Modern,aubrey-beardsley,the-mask-of-the-red-death.jpg,downloaded_images\the-mask-of-the-red-death.jpg
Baroque,theodoor-van-thulden,allegory-of-justice-and-peace.jpg,downloaded_images\allegory-of-justice-and-peace.jpg
Color_Field_Painting,piero-dorazio,wait-untitled-xix-1968.jpg,downloaded_images\wait-untitled-xix-1968.jpg
Romanticism,ivan-aivazovsky,the-bay-of-naples-in-the-morning-1877.jpg,downloaded_images\the-bay-of-naples-in-the-morning-1877.jpg
Impressionism,claude-monet,the-cour-d-albane.jpg,downloaded_images\the-cour-d-albane.jpg
Baroque,alonzo-cano,st-bernard-and-the-virgin.jpg,downloaded_images\st-bernard-and-the-virgin.jpg
Impressionism,alfred-sisley,snow-effect-at-veneux-1884.jpg,downloaded_images\snow-effect-at-veneux-1884.jpg
Realism,vincent-van-gogh,orphan-man-with-umbrella-seen-from-the-back-1882.jpg,downloaded_images\orphan-man-with-umbrella-seen-from-the-back-1882.jpg
Realism,vasily-perov,portrait-of-nikolai-lanin-1869.jpg,downloaded_images\portrait-of-nikolai-lanin-1869.jpg
Symbolism,mstislav-dobuzhinsky,old-city-in-kaunas-1923.jpg,downloaded_images\old-city-in-kaunas-1923.jpg
Baroque,rembrandt,st-peter-in-penitence-1645.jpg,downloaded_images\st-peter-in-penitence-1645.jpg
Romanticism,william-turner,riders-on-a-beach-1835.jpg,downloaded_images\riders-on-a-beach-1835.jpg
Expressionism,egon-schiele,seated-couple-egon-and-edith-schiele-1915.jpg,downloaded_images\seated-couple-egon-and-edith-schiele-1915.jpg
Romanticism,orest-kiprensky,portrait-of-olimpiada-aleksandrovna-ryumina-1826.jpg,downloaded_images\portrait-of-olimpiada-aleksandrovna-ryumina-1826.jpg
Pop_Art,andy-warhol,muhammad-ali-2.jpg,downloaded_images\muhammad-ali-2.jpg
Realism,nicholas-roerich,man-from-pskov-1894.jpg,downloaded_images\man-from-pskov-1894.jpg
Cubism,willi-baumeister,painter-with-palette-1933.jpg,downloaded_images\painter-with-palette-1933.jpg
Baroque,william-hogarth,the-company-of-undertakers.jpg,downloaded_images\the-company-of-undertakers.jpg
Impressionism,alfred-sisley,barges-at-billancourt-1877.jpg,downloaded_images\barges-at-billancourt-1877.jpg
Baroque,bartolome-esteban-murillo,the-immaculate-conception-1.jpg,downloaded_images\the-immaculate-conception-1.jpg
Minimalism,walter-de-maria,triangle-circle-square-1972.jpg,downloaded_images\triangle-circle-square-1972.jpg
Early_Renaissance,benozzo-gozzoli,trial-by-fire-before-the-sultan-detail.jpg,downloaded_images\trial-by-fire-before-the-sultan-detail.jpg
Expressionism,amedeo-modigliani,portrait-of-jean-alexandre-1909.jpg,downloaded_images\portrait-of-jean-alexandre-1909.jpg
Realism,pyotr-konchalovsky,children-in-the-park-1940.jpg,downloaded_images\children-in-the-park-1940.jpg
High_Renaissance,michelangelo,frescoes-above-the-entrance-wall.jpg,downloaded_images\frescoes-above-the-entrance-wall.jpg
Abstract_Expressionism,sam-francis,bouquet.jpg,downloaded_images\bouquet.jpg
Realism,john-singer-sargent,mrs-hugh-hammersley-1893.jpg,downloaded_images\mrs-hugh-hammersley-1893.jpg
Symbolism,mstislav-dobuzhinsky,riga.jpg,downloaded_images\riga.jpg
Abstract_Expressionism,vasile-dobrian,the-salamander-1984.jpg,downloaded_images\the-salamander-1984.jpg
Art_Nouveau_Modern,heorhiy-narbut,cover-of-magazine-art-1920.jpg,downloaded_images\cover-of-magazine-art-1920.jpg
Color_Field_Painting,claude-viallat,untitled-no-52-2001.jpg,downloaded_images\untitled-no-52-2001.jpg
Pop_Art,patrick-caulfield,greece-expiring-on-the-ruins-of-missolonghi-after-delacroix-1963.jpg,downloaded_images\greece-expiring-on-the-ruins-of-missolonghi-after-delacroix-1963.jpg
Impressionism,joaquã­n-sorolla,on-the-beach-at-valencia-1916.jpg,downloaded_images\on-the-beach-at-valencia-1916.jpg
Impressionism,pierre-auguste-renoir,landscape-12.jpg,downloaded_images\landscape-12.jpg
Expressionism,pablo-picasso,breakfast-of-a-blind-man-1903.jpg,downloaded_images\breakfast-of-a-blind-man-1903.jpg
Symbolism,roger-de-la-fresnaye,a-romanian.jpg,downloaded_images\a-romanian.jpg
Romanticism,george-stubbs,mares-and-foals-in-a-wooded-landscape-1762.jpg,downloaded_images\mares-and-foals-in-a-wooded-landscape-1762.jpg
Romanticism,ivan-aivazovsky,thunderstorm-1892.jpg,downloaded_images\thunderstorm-1892.jpg
Impressionism,konstantin-korovin,winter-sun-1919.jpg,downloaded_images\winter-sun-1919.jpg
Art_Nouveau_Modern,ivan-bilibin,illustration-for-the-magazine-golden-fleece-1907(1).jpg,downloaded_images\illustration-for-the-magazine-golden-fleece-1907(1).jpg
Expressionism,egon-schiele,portrait-of-the-actress-marga-boerner-1917.jpg,downloaded_images\portrait-of-the-actress-marga-boerner-1917.jpg
Realism,boris-kustodiev,spring-1921-1.jpg,downloaded_images\spring-1921-1.jpg
Northern_Renaissance,hieronymus-bosch,not/detected/195350.jpg,downloaded_images\not/detected/195350.jpg
Post_Impressionism,henri-martin,village-corner.jpg,downloaded_images\village-corner.jpg
Impressionism,gustave-caillebotte,a-balcony-boulevard-haussmann.jpg,downloaded_images\a-balcony-boulevard-haussmann.jpg
Rococo,pietro-longhi,presentation.jpg,downloaded_images\presentation.jpg
Art_Nouveau_Modern,aubrey-beardsley,original-sketch-for-the-cover-of-salome.jpg,downloaded_images\original-sketch-for-the-cover-of-salome.jpg
Expressionism,egon-schiele,field-of-flowers-1910.jpg,downloaded_images\field-of-flowers-1910.jpg
Early_Renaissance,masaccio,adoration-of-the-knigs-1428.jpg,downloaded_images\adoration-of-the-knigs-1428.jpg
Art_Nouveau_Modern,ivan-bilibin,andrew-shooter-and-strelchiha-1900(1).jpg,downloaded_images\andrew-shooter-and-strelchiha-1900(1).jpg
Impressionism,antoine-blanchard,l-arc-de-triomphe.jpg,downloaded_images\l-arc-de-triomphe.jpg
Realism,viktor-vasnetsov,monk-collector.jpg,downloaded_images\monk-collector.jpg
Realism,vasily-perov,executed-by-pugachev-1878.jpg,downloaded_images\executed-by-pugachev-1878.jpg
Realism,ilya-repin,portrait-of-the-narratorb-of-the-folk-tales-v-tschegolionkov-1879.jpg,downloaded_images\portrait-of-the-narratorb-of-the-folk-tales-v-tschegolionkov-1879.jpg
Realism,john-singer-sargent,study-for-the-archers.jpg,downloaded_images\study-for-the-archers.jpg
Romanticism,francisco-goya,farewell-1799.jpg,downloaded_images\farewell-1799.jpg
Realism,ion-theodorescu-sion,peasants-of-abrud-1913.jpg,downloaded_images\peasants-of-abrud-1913.jpg
Expressionism,josef-herman,mother-and-child-1945.jpg,downloaded_images\mother-and-child-1945.jpg
Realism,pavel-fedotov,fashionable-wife-lioness.jpg,downloaded_images\fashionable-wife-lioness.jpg
Art_Nouveau_Modern,leon-bakst,operatic-costume-designs-1911.jpg,downloaded_images\operatic-costume-designs-1911.jpg
Impressionism,micaela-eleutheriade,floarea-soarelui.jpg,downloaded_images\floarea-soarelui.jpg
Pointillism,theo-van-rysselberghe,rainbow-1892.jpg,downloaded_images\rainbow-1892.jpg
Impressionism,raoul-dufy,the-beach-of-sainte-adresse-1904.jpg,downloaded_images\the-beach-of-sainte-adresse-1904.jpg
Naive_Art_Primitivism,david-burliuk,woman-with-red-cow.jpg,downloaded_images\woman-with-red-cow.jpg
Baroque,rembrandt,a-woman-with-a-child-frightened-by-a-dog-1636.jpg,downloaded_images\a-woman-with-a-child-frightened-by-a-dog-1636.jpg
Expressionism,ossip-zadkine,como.jpg,downloaded_images\como.jpg
Post_Impressionism,henri-matisse,pascal-s-pensees-1924.jpg,downloaded_images\pascal-s-pensees-1924.jpg
Mannerism_Late_Renaissance,jacopo-pontormo,portrait-of-a-young-man-alessandro-de-medici.jpg,downloaded_images\portrait-of-a-young-man-alessandro-de-medici.jpg
Baroque,ivan-rutkovych,the-crucifixtion-with-scenes-of-christ-s-passion-1699.jpg,downloaded_images\the-crucifixtion-with-scenes-of-christ-s-passion-1699.jpg
Realism,james-tissot,men-or-women-of-the-day-no-310-caricature-of-the-duke-of-saldanha.jpg,downloaded_images\men-or-women-of-the-day-no-310-caricature-of-the-duke-of-saldanha.jpg
Romanticism,caspar-david-friedrich,morning-mist-in-the-mountains-1808.jpg,downloaded_images\morning-mist-in-the-mountains-1808.jpg
Impressionism,pierre-auguste-renoir,the-banks-of-the-seine-1875.jpg,downloaded_images\the-banks-of-the-seine-1875.jpg
Impressionism,gustave-caillebotte,rib-of-beef.jpg,downloaded_images\rib-of-beef.jpg
Naive_Art_Primitivism,martiros-saryan,illustration-to-armenian-folk-tales-1937-4.jpg,downloaded_images\illustration-to-armenian-folk-tales-1937-4.jpg
Expressionism,oswaldo-guayasamin,tears-of-blood.jpg,downloaded_images\tears-of-blood.jpg
Cubism,carlos-merida,composici-n-abstracta-1975.jpg,downloaded_images\composici-n-abstracta-1975.jpg
Post_Impressionism,vincent-van-gogh,head-of-a-woman-1886-1.jpg,downloaded_images\head-of-a-woman-1886-1.jpg
Realism,henri-matisse,the-maid-1896.jpg,downloaded_images\the-maid-1896.jpg
Impressionism,joaquã­n-sorolla,entrance-to-central-park.jpg,downloaded_images\entrance-to-central-park.jpg
Impressionism,federico-zandomeneghi,woman-on-an-armchair.jpg,downloaded_images\woman-on-an-armchair.jpg
Baroque,anthony-van-dyck,the-assumption-of-the-virgin-1627.jpg,downloaded_images\the-assumption-of-the-virgin-1627.jpg
Pointillism,camille-pissarro,brickworks-at-eragny-1888.jpg,downloaded_images\brickworks-at-eragny-1888.jpg
Impressionism,pierre-auguste-renoir,gabrielle-jean-and-a-little-girl.jpg,downloaded_images\gabrielle-jean-and-a-little-girl.jpg
Post_Impressionism,maurice-utrillo,view-of-montmagny.jpg,downloaded_images\view-of-montmagny.jpg
Post_Impressionism,moise-kisling,not-identified-27.jpg,downloaded_images\not-identified-27.jpg
Impressionism,joaquã­n-sorolla,triana-bridge-seville-1908.jpg,downloaded_images\triana-bridge-seville-1908.jpg
Impressionism,claude-monet,the-artist-s-house-at-argenteuil.jpg,downloaded_images\the-artist-s-house-at-argenteuil.jpg
Expressionism,salvador-dali,licet-tributum-dare-caesari-1967.jpg,downloaded_images\licet-tributum-dare-caesari-1967.jpg
Post_Impressionism,pierre-bonnard,hambourg-picnic-1912.jpg,downloaded_images\hambourg-picnic-1912.jpg
Abstract_Expressionism,paul-jenkins,phenomena-tarot-over.jpg,downloaded_images\phenomena-tarot-over.jpg
Post_Impressionism,rene-magritte,portrait-of-pierre-bourgeois-1920(1).jpg,downloaded_images\portrait-of-pierre-bourgeois-1920(1).jpg
Realism,martiros-saryan,in-the-mountains-1960.jpg,downloaded_images\in-the-mountains-1960.jpg
Symbolism,nicholas-roerich,oirot-messenger-of-the-white-burkhant-1925.jpg,downloaded_images\oirot-messenger-of-the-white-burkhant-1925.jpg
Cubism,roger-de-la-fresnaye,the-fourteenth-of-july-1914.jpg,downloaded_images\the-fourteenth-of-july-1914.jpg
Realism,claude-monet,trophies-of-the-hunt.jpg,downloaded_images\trophies-of-the-hunt.jpg
Romanticism,edwin-henry-landseer,shoeing.jpg,downloaded_images\shoeing.jpg
Impressionism,pierre-auguste-renoir,madame-claude-monet-1872.jpg,downloaded_images\madame-claude-monet-1872.jpg
High_Renaissance,michelangelo,the-virgin-and-child-with-saint-john-and-angels-manchester-madonna.jpg,downloaded_images\the-virgin-and-child-with-saint-john-and-angels-manchester-madonna.jpg
Symbolism,nicholas-roerich,kangchenjunga-1937-1.jpg,downloaded_images\kangchenjunga-1937-1.jpg
Impressionism,gustave-caillebotte,portrait-of-camille-daurelle.jpg,downloaded_images\portrait-of-camille-daurelle.jpg
Art_Nouveau_Modern,ivan-bilibin,illustration-for-the-russian-fairy-story-feather-of-finist-falcon-6(1).jpg,downloaded_images\illustration-for-the-russian-fairy-story-feather-of-finist-falcon-6(1).jpg
Baroque,rembrandt,the-persian-1632.jpg,downloaded_images\the-persian-1632.jpg
Abstract_Expressionism,jackson-pollock,circumcision-january(1).jpg,downloaded_images\circumcision-january(1).jpg
Realism,vincent-van-gogh,man-with-pipe-and-eye-bandage-1882.jpg,downloaded_images\man-with-pipe-and-eye-bandage-1882.jpg
Romanticism,nikolai-ge,death-of-virginia-study.jpg,downloaded_images\death-of-virginia-study.jpg
Impressionism,peder-severin-kroyer,viggo-johansen-1887.jpg,downloaded_images\viggo-johansen-1887.jpg
Romanticism,ferdinand-hodler,dream.jpg,downloaded_images\dream.jpg
Expressionism,zinaida-serebriakova,the-fish-on-the-green-1935.jpg,downloaded_images\the-fish-on-the-green-1935.jpg
Expressionism,george-mavroides,red-hair-1976.jpg,downloaded_images\red-hair-1976.jpg
Impressionism,guy-rose,the-sycamores-pasadena-1918.jpg,downloaded_images\the-sycamores-pasadena-1918.jpg
Impressionism,max-liebermann,birch-grow.jpg,downloaded_images\birch-grow.jpg
Expressionism,richard-gerstl,small-street-nu-dorferstra-e-1908.jpg,downloaded_images\small-street-nu-dorferstra-e-1908.jpg
Romanticism,edward-burne-jones,david-s-charge-to-solomon-1882.jpg,downloaded_images\david-s-charge-to-solomon-1882.jpg
Realism,vasily-tropinin,zagoskin-michael.jpg,downloaded_images\zagoskin-michael.jpg
Baroque,peter-paul-rubens,susanna-and-the-elders-1610.jpg,downloaded_images\susanna-and-the-elders-1610.jpg
Color_Field_Painting,mark-rothko,untitled-12.jpg,downloaded_images\untitled-12.jpg
Realism,n.c.-wyeth,the-silent-fisherman.jpg,downloaded_images\the-silent-fisherman.jpg
Realism,ferdinand-hodler,pastures-at-the-jonction-at-geneva-1878.jpg,downloaded_images\pastures-at-the-jonction-at-geneva-1878.jpg
Expressionism,george-bouzianis,portrait(7).jpg,downloaded_images\portrait(7).jpg
High_Renaissance,lorenzo-lotto,the-mystic-marriage-of-st-catherine-with-the-patron-niccolo-bonghi-1523.jpg,downloaded_images\the-mystic-marriage-of-st-catherine-with-the-patron-niccolo-bonghi-1523.jpg
Art_Nouveau_Modern,alexandre-benois,italian-comedy-love-note(1).jpg,downloaded_images\italian-comedy-love-note(1).jpg
Impressionism,eugene-boudin,the-village-and-the-port-on-the-river.jpg,downloaded_images\the-village-and-the-port-on-the-river.jpg
Symbolism,odilon-redon,oannes-1904.jpg,downloaded_images\oannes-1904.jpg
Color_Field_Painting,john-hoyland,red-blue-1969.jpg,downloaded_images\red-blue-1969.jpg
Abstract_Expressionism,joan-miro,the-lark-s-wing-encircled-with-golden-blue-rejoins-the-heart-of-the-poppy-sleeping-on-a-diamond.jpg,downloaded_images\the-lark-s-wing-encircled-with-golden-blue-rejoins-the-heart-of-the-poppy-sleeping-on-a-diamond.jpg
Impressionism,william-merritt-chase,the-beach-at-zandvoort-1900.jpg,downloaded_images\the-beach-at-zandvoort-1900.jpg
Art_Nouveau_Modern,ivan-bilibin,illustration-for-the-russian-fairy-story-feather-of-finist-falcon(1).jpg,downloaded_images\illustration-for-the-russian-fairy-story-feather-of-finist-falcon(1).jpg
Abstract_Expressionism,william-baziotes,opalescent-1962.jpg,downloaded_images\opalescent-1962.jpg
Minimalism,robert-mangold,fragments-i-vii-1998.jpg,downloaded_images\fragments-i-vii-1998.jpg
Rococo,bernardo-bellotto,bridgettine-church-and-arsenal-1778.jpg,downloaded_images\bridgettine-church-and-arsenal-1778.jpg
Ukiyo_e,utagawa-kuniyoshi,dipicting-the-characters-from-the-chushingura-3.jpg,downloaded_images\dipicting-the-characters-from-the-chushingura-3.jpg
Impressionism,ion-andreescu,pansies.jpg,downloaded_images\pansies.jpg
Art_Nouveau_Modern,nicholas-roerich,king-mark-1912-1.jpg,downloaded_images\king-mark-1912-1.jpg
Rococo,francois-boucher,the-chinese-garden.jpg,downloaded_images\the-chinese-garden.jpg
High_Renaissance,pietro-perugino,pieta-1495.jpg,downloaded_images\pieta-1495.jpg
Romanticism,john-everett-millais,the-bridesmaid.jpg,downloaded_images\the-bridesmaid.jpg
Impressionism,iosif-iser,parisian-park.jpg,downloaded_images\parisian-park.jpg
Realism,nicolae-grigorescu,head-of-a-young-farmer.jpg,downloaded_images\head-of-a-young-farmer.jpg
Naive_Art_Primitivism,maria-primachenko,a-dove-has-spread-her-wings-and-asks-for-peace-1982.jpg,downloaded_images\a-dove-has-spread-her-wings-and-asks-for-peace-1982.jpg
Mannerism_Late_Renaissance,paolo-veronese,adoration-of-the-shepherds-1583.jpg,downloaded_images\adoration-of-the-shepherds-1583.jpg
Art_Nouveau_Modern,felix-vallotton,portrait-of-french-writer-paul-claudel-1898.jpg,downloaded_images\portrait-of-french-writer-paul-claudel-1898.jpg
Symbolism,odilon-redon,young-girl-in-a-blue-bonnet.jpg,downloaded_images\young-girl-in-a-blue-bonnet.jpg
High_Renaissance,titian,portrait-of-jacopo-sannazaro-1518.jpg,downloaded_images\portrait-of-jacopo-sannazaro-1518.jpg
